text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
"做錯認錯道歉本來就是天經地義的事。不需要特別回你們加油跟什麼你們很棒的稱讚回覆。拍這段影片也只是替他們自己止血,跟希望粉絲追蹤及流量不要減少的目的之一,還有保有跟廠商接續業配的機會。不然道歉大家都會說,說了對不起實際有什麼損失?沒有。但是不說的損失會很大。所以不用特別回什麼加油之類的,那只是顯示我們對待此知錯認錯的道德標準很低而已。",negative,negative,0.674969,38,-0.674969,29,13,28,0,做錯 | 認錯 | 道歉 | 不需要 | 特別 | 加油 | 很棒 | 稱讚 | 只是 | 自己 | 止血 | 希望 | 追蹤 | 不要 | 減少 | 還有 | 保有 | 接續 | 機會 | 不然 | 道歉 | 都會 | 對不起 | 實際 | 損失 | 沒有 | 損失 | 很大 | 不用 | 特別 | 加油 | 只是 | 顯示 | 錯認 | 道德 | 標準 | 很低 | 而已
宿霧真的很適合短期遊學 但他們的首都馬尼拉就蠻不推薦的 兩邊是天堂與地獄呀~,negative,positive,1.0,4,1.066431,7,1,0,0,適合 | 推薦 | 天堂 | 地獄
"第一次留言就送我這麼好的稱讚,太開心啦!",positive,positive,1.0,4,1.091225,4,0,0,0,第一次 | 這麼好 | 稱讚 | 開心
poquito,neutral,neutral,0.0,0,0.0,0,0,0,0,
今天才知道是親姐妹 喵喵長得好漂亮、一度以為標題的「喵喵先生」連先生都是名字範圍內的女生,positive,positive,1.0,5,1.401755,5,0,3,0,天才 | 知道 | 漂亮 | 以為 | 都是
好喜歡、也覺得好感動 導演的呈現好真實、好觸動內心!,positive,positive,1.0,6,2.936166,5,0,4,0,喜歡 | 覺得 | 好感 | 呈現 | 真實 | 內心
嬰兒很喜歡低重音的聲音,neutral,positive,1.0,1,0.616667,1,0,0,0,很喜歡
amazing talker?,positive,neutral,0.0,0,0.0,0,0,0,0,
台湾人胡说八道真是世界第一,negative,positive,1.0,1,0.1645,1,0,0,0,世界第一
時間好快,neutral,positive,1.0,1,0.055061,1,0,0,0,時間
不喜歡就等於霸凌?你是習近平?這麼霸道喔 不管是誰的主意(讓j一起主持)身為老闆的ian沒出來說清楚也是蠻糟糕的 兩邊一起罵總可以了吧,negative,negative,0.466667,9,-0.14753,7,3,5,0,不喜歡 | 等於 | 不管 | 主持 | 身為 | 清楚 | 也是 | 糟糕 | 可以
這集非常好看!!!,positive,positive,1.0,1,0.314372,1,0,0,0,非常好
水,positive,neutral,0.0,0,0.0,0,0,0,0,
加油,positive,positive,1.0,1,0.012537,1,0,0,0,加油
想念Eric 最愛Eric的陽光真誠 真的不想看到那隻猴子跟瞎妹,positive,positive,1.0,4,1.145337,3,1,4,0,最愛 | 真誠 | 不想 | 看到
在香港的台灣人~,positive,neutral,0.0,0,0.0,0,0,0,0,
謝謝你的祝福,positive,positive,1.0,2,0.547482,7,0,0,0,謝謝 | 祝福
都蘭好棒!,positive,neutral,0.0,0,0.0,0,0,0,0,
台客請繼續拍下去!!!,positive,neutral,0.8,2,0.0,1,0,4,0,繼續 | 拍下
"看完這集,我也想讓兒子去建中,又會念書又會玩.大家口條又很好,校風很自由真的很棒!",positive,positive,1.0,4,0.756833,4,0,0,0,也想 | 很好 | 自由 | 很棒
加油 希望你越來越好 新年快樂,positive,positive,1.0,4,1.039397,4,0,0,0,加油 | 希望 | 越來越好 | 快樂
"完全不想去,有輻射",negative,positive,0.333333,3,0.080084,2,2,2,0,完全 | 不想 | 輻射
我覺得畫面調整這個梗不用玩那麼多次~建議可以再多想一點過場的方式,negative,positive,0.852226,5,0.852226,5,1,2,0,覺得 | 調整 | 不用 | 建議 | 可以
很棒的分享 新年快樂 生日快樂 陪伴家人絕對不會後悔,positive,positive,0.881466,7,0.881466,5,2,0,0,很棒 | 分享 | 快樂 | 生日快樂 | 陪伴 | 絕對不會 | 後悔
我有在資訊欄貼連結喔,neutral,positive,1.0,1,0.219939,1,0,0,0,連結
"不要這樣說,建議反方向想多少人是DoDomen一開始創頻道跟追~大家都是愛DDM的,只是各有期待",neutral,negative,0.833333,6,-0.243886,5,1,0,0,不要 | 建議 | 一開始 | 都是 | 只是 | 期待
想去苗栗體驗微型屋,positive,neutral,0.0,0,0.0,0,0,0,0,
"看毛小孩玩的開心,我更開心!好棒有專屬毛小孩的沙灘 !",positive,positive,1.0,4,1.06445,4,0,8,0,開心 | 開心 | 專屬 | 沙灘
"Wow! Olaf 真可愛 , 可以跟人對話及互動(interaction), it’s cool !!",positive,positive,0.874593,4,0.874593,4,0,6,0,可愛 | 可以 | 對話 | 互動
"我之前在找租房時,看到8秤的物件,看完覺得超小,問房仲他怎麼算的,居然回我8秤是包含公設,瞬間覺得台灣病態的租屋生態...前所未聞 遑論591上面一堆詐騙物件,好不容易租到房不知道能住多久,讓很多人無法做長期規劃,生活沒保障;最後搞個新青安讓一堆人上車套牢,可憐吶~~",negative,positive,0.700202,18,0.700202,13,9,12,0,看到 | 覺得 | 居然 | 包含 | 覺得 | 病態 | 生態 | 遑論 | 好不 | 容易 | 不知道 | 很多 | 無法 | 長期 | 規劃 | 保障 | 最後 | 可憐
"好喜歡通霄雙寶拜託多發她們來,真的好好笑",positive,positive,1.0,3,0.875,3,0,0,0,喜歡 | 拜託 | 好笑
"謝謝你注意到了,我們會繼續用心呈現最美的畫面給你們看!",positive,positive,1.0,5,1.153314,10,0,0,0,謝謝 | 注意 | 繼續 | 用心 | 呈現
影片裡是治標不治本的應急作法 雖然有讓政府形象變好 但此做法雖是用海廢材料 但海廢再製也還是不環保 只是 upcycle 清潔人員的成本 與鄉里的溝通成本 都須算進去,negative,positive,0.834203,11,0.834203,10,2,18,0,治標 | 不治 | 政府 | 變好 | 還是 | 只是 | 清潔 | 成本 | 溝通 | 成本 | 算進
請問是哪一間語言學校呀,neutral,neutral,0.0,0,0.0,0,0,0,0,
謝謝你,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
"簽證制度真的蠻煩人的,多少家庭,多少人生都因此有Gap、不論是時間或距離。希望一樣同業的日本網紅可以用雇用方式讓你留在日本工作陪家人,可能收入及創作方向掌控權較差⋯⋯",neutral,negative,0.45,11,-0.342982,9,3,8,0,煩人 | 不論 | 時間 | 希望 | 一樣 | 可以 | 可能 | 收入 | 創作 | 掌控 | 較差
我反而覺得蠻沒水準的.....,negative,negative,0.666667,3,-0.13846,1,2,0,0,反而 | 覺得 | 沒水準
唉 辛苦了,positive,positive,1.0,1,0.0,1,0,0,0,辛苦
"恭喜,祝福永遠幸福快樂",positive,positive,1.0,5,2.011696,5,0,0,0,恭喜 | 祝福 | 永遠 | 幸福 | 快樂
我小時候台灣的西部長的就是這樣子,neutral,neutral,1.0,1,0.0,0,0,4,0,小時
"哇,感謝分享,竺玉Yang吃的那碗是白醬嗎?料好滿滿滿喔!住台中真幸福,Hao的笑聲好可愛",neutral,positive,1.0,5,2.137642,5,0,0,0,感謝 | 分享 | 滿滿 | 幸福 | 可愛
"我老媽快80了,2年前都還跟她大妹(我阿姨)打架,還是我勸開的。阿姨跟我媽一直維持相看不爽的狀態,對方做什麼都要批評一番,但我兩邊都安撫妥當,所以未婚的阿姨非常疼我。",neutral,positive,0.473684,10,0.41676,9,3,7,0,老媽 | 打架 | 還是 | 一直 | 維持 | 不爽 | 批評 | 安撫 | 妥當 | 非常
@helloiamhook我現在就去寫個連署!,neutral,positive,1.0,1,0.005061,1,0,0,0,連署
台灣的美國運通白金卡就是個笑話,neutral,positive,0.8,2,0.113965,1,0,4,0,國運 | 白金
男生女生一樣好,positive,positive,0.75,1,0.054001,1,0,3,0,一樣
啃...被騙都還沒平復情緒就看著你們叫吳柏毅,negative,negative,0.611244,4,-0.611244,1,2,4,0,被騙 | 還沒 | 平復 | 情緒
現在放鬆才是真的對身體好。,positive,positive,0.666667,3,0.266026,2,0,4,0,放鬆 | 才是 | 身體
窝囊废是你吧,negative,neutral,0.0,0,0.0,0,0,0,0,
恭喜你們,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
"很多特效真的很沒必要,可以恢復以前的剪輯風格嗎,好難看",negative,positive,0.571429,4,0.498172,3,4,0,0,很多 | 必要 | 可以恢復 | 難看
留言刷一排 沒有j小姐就是爽,negative,negative,0.8,2,-0.092187,1,0,4,0,沒有 | 小姐
13:00可以剪成reels,neutral,positive,0.5,1,0.15518,2,0,2,0,可以
糖暈了!太漂亮了吧~~~~~,positive,positive,1.0,1,0.071019,1,0,0,0,漂亮
"超漂亮的優質影片,感謝拍出這麼美的畫面",positive,positive,1.0,3,0.78432,3,0,0,0,漂亮 | 優質 | 感謝
"有,感覺哪裡怪怪的?原來不只我一個人覺得。",negative,positive,0.75,5,0.414927,2,1,9,0,感覺 | 怪怪 | 原來 | 不只 | 覺得
"世上沒有真正安全的地方,包括台灣",negative,positive,0.757814,4,0.757814,4,0,4,0,沒有 | 真正 | 安全 | 包括
恭喜祝福長長久久幸福快樂,positive,positive,1.0,4,2.011696,4,0,0,0,恭喜 | 祝福 | 幸福 | 快樂
沒錯!剪的很明顯,neutral,positive,1.0,2,1.21633,5,0,0,0,沒錯 | 明顯
"對啊對啊 !不怕工作辛苦,就怕沒資源享受生活",neutral,positive,1.0,4,0.814543,4,0,0,0,不怕 | 辛苦 | 資源 | 享受
嗯嗯要小心,neutral,positive,1.0,1,0.0,1,0,0,0,小心
"關島比夏威夷便宜了,沒有一定給小費,這比美國本土省很大",positive,positive,1.0,4,0.276543,4,0,0,0,便宜 | 沒有 | 一定 | 很大
可不可以當成 八角+糖 拿去滷肉呢?,neutral,positive,0.519461,2,0.519461,1,1,0,0,不可以 | 當成
二哈:我想去,positive,neutral,0.0,0,0.0,0,0,0,0,
好廢的留言,negative,neutral,0.0,0,0.0,0,0,0,0,
"如果要買當天的羅宋可以在平日的三點多直接去店裏買,一般來說不用排隊,而電話預約的話,只要10點前打得進去,10多個羅宋和奶露或東風起士都可以訂購數個",neutral,positive,0.555556,8,0.549411,7,1,10,0,可以 | 直接 | 不用 | 電話 | 預約 | 只要 | 都可以 | 訂購
"下次想看河內~~~然後想看博主再次挑戰簽證費八千塊 @@""",neutral,positive,1.0,3,0.152223,3,0,0,0,想看 | 想看 | 挑戰
還有什麼組合推薦?,neutral,positive,1.0,2,0.227568,6,0,0,0,還有 | 推薦
剛好裝一碗晚餐邊吃邊看!! 謝謝互鼻陪我吃晚餐~互鼻也要認真吃飯呦!,positive,positive,0.819613,3,0.819613,11,0,4,0,謝謝 | 認真 | 吃飯
真的美到不行!期待你再去一次,positive,negative,0.5,2,-0.346588,1,1,0,0,不行 | 期待
謝謝Celine!!!,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
Eric 好像瘦了,positive,positive,1.0,1,0.442686,1,0,0,0,好像
為什麼沒有退訂台客?因為台客出的影片還是有「溫度」。,positive,neutral,0.714286,3,0.007814,2,0,5,0,沒有 | 還是 | 溫度
請問有說微型屋現金券的中獎人了嗎~還是我沒看到~謝謝,neutral,positive,0.875,3,0.193872,7,1,0,0,還是 | 沒看到 | 謝謝
"好無聊,人家頻道要怎樣的主持風格變化,觀眾意見太多一直黑她是能幹嘛呢?看上面留言真的覺得台灣人看片的素質越來越差!",negative,positive,0.888808,8,0.888808,4,3,5,0,無聊 | 怎樣 | 主持 | 變化 | 觀眾 | 一直 | 能幹 | 覺得
超溫馨超喜歡hook的影片每條最少看3-5遍是基本喵喵超超超超超可愛,positive,positive,1.0,4,2.011129,8,0,0,0,溫馨 | 喜歡 | 基本 | 可愛
"不知道还记得我么?一个跟了你很多年的北京粉丝。先祝台客先生50岁生日快乐!一直期待可以再次开放大陆游客赴台自由行,也一直很期待可以和台客先生见上一面。喜欢你的内容很多年。希望你们一家一切都好。",positive,positive,1.0,13,1.796688,13,1,8,0,不知道 | 很多 | 生日 | 一直 | 期待 | 可以 | 放大 | 自由 | 一直 | 期待 | 可以 | 很多 | 希望
蕃茄湯底好讚!而且料好多呀,positive,neutral,0.0,0,0.0,0,0,0,0,
好可爱 好单纯~ 祝福你們,positive,positive,1.0,1,0.25,1,0,0,0,祝福
一定要去!真的太美了,positive,positive,1.0,1,0.279529,1,0,0,0,一定要
想請問24分那邊的逛街是在哪邊呢?資訊欄位沒有看到 謝謝,neutral,positive,0.529412,4,0.24988,8,0,9,0,逛街 | 沒有 | 看到 | 謝謝
@郭至郁 耶!又看到你了!,neutral,neutral,0.8,1,0.044584,1,0,4,0,看到
謝謝台客,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
想看續集,positive,positive,1.0,1,0.076112,1,0,0,0,想看
真的美!,positive,neutral,0.0,0,0.0,0,0,0,0,
"起若雅大推,很多菜都好吃",neutral,positive,1.0,2,0.664268,6,0,0,0,很多 | 好吃
業配真的沒有關係啦~誠實才是上策。 給大家看看共黨審核過的影片也不錯呀~,negative,positive,0.75,4,0.666696,3,1,0,0,沒有關係 | 誠實 | 才是 | 也不
"謝謝你的專業分析,我會好好研究這些福利的!",positive,positive,1.0,5,1.063029,12,0,4,0,謝謝 | 專業 | 分析 | 研究 | 福利
@許陪 耶你喜歡太好了,neutral,positive,1.0,2,1.150859,2,0,0,0,喜歡 | 太好了
244新北市林口區菁埔路41之12號 或是google 導航達 貓村景觀公園 就可以了!導航也可以順便告訴您如果要坐大眾運輸要怎麼坐! 謝謝,neutral,positive,1.0,4,1.101424,9,0,0,0,就可以 | 也可以 | 告訴 | 謝謝
漂亮漂亮,positive,positive,1.0,2,0.142037,2,0,0,0,漂亮 | 漂亮
知道 但我真的好累 不想改,neutral,positive,0.6,2,0.324813,1,1,3,0,知道 | 不想
"甘草糖就跟臭豆腐一樣惡名昭彰,怎麼會想買 我一看到店員推薦,我就 Oh no...don’t do it.",neutral,negative,0.55,6,-0.11464,7,2,11,0,豆腐 | 一樣 | 惡名昭彰 | 怎麼會 | 看到 | 推薦
"支持嘟嘟人,謝謝嘟嘟人,這些年認真拍片.已經不太能出門的老阿姨,是藉著你們的影片,看到了不同的世界.“嘟嘟人”就是我的任意門,你們的影片,是我的生活中太重要的精神食糧.我是嘟嘟人的受惠者,只能再次感謝你們.謝謝! J小姐有進步,也有調整說話的音量,表現很好,是肉眼可見的進步. “嘟嘟人”每一集幾乎都是長時間和精力去拍長片.從以前,就會擔心如此高質量的拍片,是不是也把觀眾胃口養大了!最後造成反撲....因為由簡入奢易,由奢入簡難啊! 我是嘟嘟人的受惠者,我知道嘟嘟人在近六年的拍攝,每周要出一片甚至兩片,現在面臨到更多題材上的挑戰.因為你們的影片都是大題目.辛苦了!我愛“嘟嘟人”,是真愛,因為你們給了我太多太多,謝謝!",positive,positive,1.0,54,7.07646,70,7,34,0,支持 | 嘟嘟 | 謝謝 | 嘟嘟 | 認真 | 已經 | 不太能 | 看到 | 不同 | 嘟嘟 | 任意 | 重要 | 嘟嘟 | 受惠 | 只能 | 感謝 | 謝謝 | 小姐 | 進步 | 也有 | 調整 | 表現 | 很好 | 可見 | 進步 | 嘟嘟 | 幾乎 | 都是 | 時間 | 精力 | 長片 | 就會 | 擔心 | 如此 | 不是 | 觀眾 | 最後 | 造成 | 反撲 | 嘟嘟 | 受惠 | 知道 | 嘟嘟 | 甚至 | 面臨 | 更多 | 題材 | 挑戰 | 都是 | 題目 | 辛苦 | 嘟嘟 | 真愛 | 謝謝
太好笑了!!拜託再一集邀小阿姨一起來!!,positive,positive,1.0,2,0.287677,2,0,0,0,太好 | 拜託
騙人的話講得一大堆,negative,negative,1.0,1,-0.271914,0,1,0,0,騙人
"Jeannie 有點過度e人,很容易招反感",negative,negative,0.666667,3,-0.069724,1,2,0,0,過度 | 很容易 | 反感
"其實也不只交通啦,主要就文化沒有輸出力,說實話東南亞大多數國家國外知名度都比台灣高,但其實交通也沒比台灣好,主要是台灣價格性價比尬不贏東南亞,旅遊品質又尬不贏日韓,不上不下的,就算要體驗中華文化也有香港新加坡或是其他中國大城市可以選擇...其實韓國觀光旅遊也不算強的,但人家軟文化輸出強,BTS、英超金靴孫興閔、BlackPink、還有之前的江南大叔,現在還有在日本紅爛的twice、魷魚遊戲netflix平台上190幾個國家連續十幾個禮拜發燒一,台灣根本尬不贏,台灣過去有華語圈這個大市場可以依靠,但他就像毒藥一樣,吃久了就出不去了,以前吹的亞洲天王羅志祥周杰倫,其實都只紅華語圈連亞洲都沒走出去...日韓一堆人不知道他們是誰,之前台客劇場去日本街訪,照片都貼給你看了,100個日本人只有2個「說他知道」周杰倫,到底真的知不知道無從得知,但幾乎所有人都知道被韓國包裝的周子瑜...滿可悲的,台灣唯一有紅出國際的還要靠韓國文化輸出...",negative,positive,1.0,51,2.904575,44,15,37,0,其實 | 也不 | 主要 | 文化 | 沒有 | 實話 | 大多數 | 知名 | 其實 | 主要是 | 尬 | 尬 | 不下 | 文化 | 也有 | 可以 | 選擇 | 其實 | 也不 | 文化 | 還有 | 還有 | 魷魚 | 連續 | 禮拜 | 發燒 | 根本 | 尬 | 過去 | 可以 | 依靠 | 毒藥 | 一樣 | 不去 | 天王 | 其實 | 都沒 | 走出 | 不知道 | 只有 | 知道 | 不知道 | 無從 | 得知 | 幾乎 | 所有 | 知道 | 可悲 | 唯一 | 還要 | 文化
台新國泰航空世界卡可以考慮,positive,positive,1.0,1,0.176155,1,0,0,0,可以考慮
恭喜兩位愛你們~~~,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
一定很讚,positive,positive,1.0,1,0.273179,1,0,0,0,一定
太好笑了吧 四部曲,neutral,positive,1.0,1,0.287677,1,0,0,0,太好
謝謝你!謝謝你用心!,positive,positive,1.0,3,1.11072,13,0,0,0,謝謝 | 謝謝 | 用心
"這家飯店已經財務危機啦,差點跳票了,靠外面金主在救,所以目前需要很多很多的業配文⋯⋯",negative,positive,0.447291,6,0.447291,3,2,4,0,已經 | 危機 | 差點 | 跳票 | 很多 | 很多
被現在的荷蘭統治我覺得OK 祝荷蘭祖國永遠昌盛,negative,positive,1.0,3,0.849074,3,0,0,0,覺得 | 永遠 | 昌盛
幹我真的超火大 待在英國我真的是要瘋掉了,negative,neutral,0.5,2,-0.040748,1,1,0,0,火大 | 真的是
你好呀,positive,neutral,0.0,0,0.0,0,0,0,0,
@millyyang1010谢谢,neutral,neutral,0.0,0,0.0,0,0,0,0,
不可能 浪費時間~他講的論述只會越接近戰爭~,negative,negative,0.820298,6,-0.820298,2,3,8,0,不可能 | 浪費時間 | 論述 | 只會 | 接近 | 戰爭
"聽說自從使用社群媒體後,不丹人也變得沒那麼快樂了......快樂是比較出來的。",negative,positive,1.0,7,1.602878,5,1,2,2,聽說 | 使用 | 變得 | 沒那麼 | 快樂 | 快樂 | 來的
天阿 一堆無聊的人 愛看就看 廢話一堆,negative,negative,0.442959,3,-0.442959,1,2,2,1,無聊 | 愛看 | 廢話
@keriaunicorn2930 真的!很歡迎去玩,positive,positive,1.0,1,0.475,1,0,0,0,歡迎
Hook後面手越來越抖是喝醉嗎哈哈哈,neutral,positive,1.0,1,0.07218,1,0,0,0,哈哈
最近槍擊案很多喔 都是阿弟仔行兇喔,negative,positive,0.666667,3,0.169597,2,1,0,0,很多 | 都是 | 行兇
請問那2.0設定好!!!之後錄影模式一樣可以一鍵錄影嗎 設定2.0的會不會跑掉呢?,neutral,negative,0.764706,5,-0.069667,3,1,13,0,設定 | 一樣 | 可以 | 設定 | 不會
"鄭洋,恭喜你",positive,positive,1.0,1,0.65,1,0,0,0,恭喜
"好羨慕......,我也好想跟",positive,positive,1.0,2,0.518798,2,0,0,0,羨慕 | 好想
祝小象植入成功~相信媽祖最好的安排,positive,positive,1.0,4,1.937904,6,0,4,0,成功 | 相信 | 最好 | 安排
"廣告 非常 非常多的影片...不管是不是優質影片,看了就有氣。就像什麼排隊名店,吃個多東西這麼難過,寧願不吃。",negative,negative,1.0,10,-1.592587,4,7,8,0,廣告 | 非常 | 非常 | 不管 | 不是 | 優質 | 看了就有氣 | 東西 | 難過 | 寧願
恭禧!祝福你們!,positive,positive,1.0,1,0.25,1,0,0,0,祝福
